S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
11929,Punjab,Kapurthala,Wadala Khurd,75.449,31.3687,2023,7.82,990,0,534,57,0.42,0,32,0,400,80,49,52,11,2.86,0.14,3.29
11930,Punjab,Kapurthala,Bhatnura Khurd,75.5818,31.5652,2023,8.04,356,0,217,21,0.3,0,0,0.05,75,13,10,60,2,0.04,5.78,3.52
11931,Punjab,Kapurthala,Bholath,75.5083,31.5367,2023,7.88,635,0,352,43,0.58,0,0,0,266,55,31,39,6,0.05,2.89,22.96
11932,Punjab,Kapurthala,Fatehgarh,75.8244,31.2448,2023,7.9,1072,0,793,50,0.91,0,22,0,280,52,36,194,9,0.02,1.56,103.26
11933,Punjab,Kapurthala,Madhopur,75.7128,31.2832,2023,8.22,1095,0,747,14,0.58,0,8,0,190,40,22,194,9,0.01,0.93,28.38
11934,Punjab,Kapurthala,Malikpur,75.8421,31.2843,2023,8.58,598,45,259,21,0.93,0,0,0,200,28,32,49,6,0.01,1.3,15.25
11935,Punjab,Kapurthala,Phagwara,75.7698,31.2159,2023,7.98,721,0,423,28,0.8,0,10,0,260,44,36,55,7,0.05,0.63,22.42
11936,Punjab,Kapurthala,Rawalpindi,75.7926,31.2889,2023,8.07,741,0,458,21,0.86,0,0,0,220,32,34,79,9,0.02,1.22,26.12
11937,Punjab,Kapurthala,Chananwindi,75.1116,31.1632,2023,8.52,526,0,275,35,0.88,0,0,0,70,16,7,90,4,0.01,6.14,19.08
11938,Punjab,Kapurthala,Dalla,75.2294,31.183,2023,7.7,844,0,517,28,0.4,0,10,0,405,60,62,34,10,0.02,1.52,27.89
11939,Punjab,Kapurthala,Guda,75.068,31.188,2023,7.6,761,0,458,28,0.64,0,1,0,260,60,27,62,12,0.26,0.37,4.3
11940,Punjab,Kapurthala,Mand Partappur,75.1249,31.3008,2023,8.2,408,0,229,28,0.78,0,0,0,200,48,19,9,8,0.02,1.19,14.95
11941,Punjab,Kapurthala,Sultanpur Lodhi,75.2028,31.2093,2023,8.08,1081,0,487,57,0.33,77,0,0,203,47,21,167,5,0.01,1.06,31.85
11942,Punjab,Kapurthala,Talwandi Choudhri,75.1815,31.2919,2023,8.18,396,0,257,14,0.29,0,0,0.08,64,9,10,74,2,0.01,3.84,7.07
11943,Punjab,Ludhiana,Bhuttan,75.9178,30.7669,2023,8.12,819,0,427,35,0.46,35,12,0,350,48,56,40,11,0.03,0.51,13.98
11944,Punjab,Ludhiana,Doraha,76.021,30.8,2023,8.01,1334,0,427,64,0.54,98,86,0,460,76,66,37,75,0.02,0.6,2.22
11945,Punjab,Ludhiana,Gopalpura,75.8417,30.7375,2023,8.23,1127,0,464,57,0.53,58,9,0,340,44,56,87,13,0.02,1.01,34.84
11946,Punjab,Ludhiana,Doburji,75.9578,30.7801,2023,7.99,1060,0,403,43,0.47,42,33,0,400,76,51,28,11,0.02,0.35,7.72
11947,Punjab,Ludhiana,Maksudra,76.0161,30.7358,2023,8.2,1050,0,403,43,0.41,102,20,0,390,52,63,59,11,0.03,0.1,6.63
11948,Punjab,Ludhiana,Akhara,75.488,30.7422,2023,8.24,1231,0,500,57,0.44,65,15,0,320,44,51,117,14,0.02,0.71,41.35
11949,Punjab,Ludhiana,Bhundri,75.5761,30.9426,2023,8.05,1186,0,488,57,0.41,24,41,0,390,56,61,67,12,0.02,0.66,13.61
11950,Punjab,Ludhiana,Hans Kalan,75.56,30.7544,2023,8.1,1043,0,439,35,0.46,69,17,0,310,48,46,82,13,0.01,0.96,35.71
11951,Punjab,Ludhiana,Jagraon,75.4778,30.8108,2023,8.43,1077,24,415,78,0.68,0,41,0,300,40,49,104,11,0.19,0.62,19.34
11952,Punjab,Ludhiana,Mallah,75.4015,30.6862,2023,8.15,1764,0,757,128,0.45,24,49,0,400,60,61,211,16,0.02,0.7,33.79
11953,Punjab,Ludhiana,Rasulpur,75.394,30.699,2023,8.42,1596,36,598,92,0.49,54,20,0,320,52,46,203,15,0.01,0.57,41.61
11954,Punjab,Ludhiana,Shafipura,75.4658,30.9356,2023,8.03,1084,0,427,64,0.38,0,45,0,350,68,44,50,24,0.01,0.8,9.42
11955,Punjab,Ludhiana,Ikloha,76.219,30.702,2023,7.87,820,0,337,46,0.69,0,30,0,270,28,49,29,30,0.05,0.55,18.36
11956,Punjab,Ludhiana,Mahawan,76.2666,30.7159,2023,8.19,740,0,464,7,0.45,25,18,0,337,71,39,40,9,0.01,0.81,33.01
11957,Punjab,Ludhiana,Rohnon Kalan,76.1342,30.6476,2023,8.1,1100,0,647,54,0.66,28,6,0,198,32,29,201,8,0.02,1.18,20.37
11958,Punjab,Ludhiana,Dakha,75.68,30.8473,2023,7.99,1116,0,488,57,0.58,28,32,0,320,60,41,96,22,0.01,0.82,24.8
11959,Punjab,Ludhiana,Baggian Kalan,75.755,30.9582,2023,8.54,581,12,195,21,0.53,42,1,0,180,36,22,34,7,0.03,2.2,13.72
11960,Punjab,Ludhiana,Bhupana,76.1142,30.969,2023,8.58,695,24,232,35,0.65,32,1,0,150,28,19,74,7,0.12,1.25,9.64
11961,Punjab,Ludhiana,Dholanwal,76.049,30.966,2023,8.51,635,36,195,21,0.43,28,0,0,170,28,24,51,8,0.02,1.03,10.12
11962,Punjab,Ludhiana,Ghumait,76.0549,30.9096,2023,8.09,716,0,293,35,0.35,21,10,0,270,44,39,20,10,0.02,0.81,7.33
11963,Punjab,Ludhiana,Issewal,75.7,30.8979,2023,8.1,560,0,244,10,0.77,24,18,0,230,44,29,12,7,0.01,1.23,13.85
11964,Punjab,Ludhiana,Kasabad,75.8422,30.9776,2023,8.46,680,24,220,28,0.44,61,1,0,250,32,41,35,7,0.02,1.88,11
11965,Punjab,Ludhiana,Walipur,75.9694,30.9671,2023,8.61,764,24,317,28,0.5,0,0,0,130,28,15,96,7,0.02,1.15,10.45
11966,Punjab,Ludhiana,Mangat,75.9142,30.9831,2023,8.19,1140,0,488,35,0.48,48,1,0,270,44,39,110,9,0.01,1.17,17.28
11967,Punjab,Ludhiana,Bhehlolpur,76.3106,30.8997,2023,7.75,702,0,330,43,0.33,30,33,0,350,80,36,18,9,0.03,0.16,3.96
11968,Punjab,Ludhiana,Manewal,76.162,30.938,2023,8.27,789,0,342,28,0.56,54,1,0,270,40,41,48,13,0.14,1.04,19.33
11969,Punjab,Ludhiana,Mushkabad,76.2303,30.8658,2023,7.86,857,0,330,35,0.28,96,64,0,400,96,39,35,12,0.02,0.43,2.76
11970,Punjab,Ludhiana,Sherian,76.2425,30.9392,2023,8.23,754,0,317,35,0.4,28,2,0,220,32,34,52,11,0.04,0.93,15.9
11971,Punjab,Ludhiana,Kotala,76.2726,30.8436,2023,7.72,799,0,342,78,0.42,24,34,0,350,80,36,39,12,0,0.24,3.71
11972,Punjab,Ludhiana,Ber Khurd,75.9745,30.6572,2023,8.23,1557,0,769,64,0.62,63,26,0,420,40,78,180,12,0.01,0.88,28.18
11973,Punjab,Ludhiana,Jandali,76.0391,30.6537,2023,8.05,1316,0,439,71,0.43,158,55,0,600,56,112,34,13,0.02,0.42,39.32
11974,Punjab,Ludhiana,Ramgarh Sardaran,75.9073,30.6401,2023,8.16,1683,0,671,71,0.61,102,6,0,340,44,56,193,15,0.01,0.72,50.54
11975,Punjab,Ludhiana,Siahar,75.9161,30.6883,2023,8.1,1546,0,549,78,0.56,96,35,0,320,36,56,155,28,0.05,0.42,49.62
11976,Punjab,Ludhiana,Sirthala,76.0543,30.6,2023,8.08,443,0,134,28,0.38,48,1,0,180,44,17,8,5,0.01,0.65,3.02
11977,Punjab,Ludhiana,Jarahan,75.7744,30.7038,2023,8.06,1407,0,439,92,0.41,92,32,0,310,44,49,132,13,0.01,0.54,21.12
11978,Punjab,Ludhiana,Leel,75.7,30.726,2023,8.14,1005,0,415,50,0.45,48,12,0,340,52,51,58,12,0.02,0.5,22.82
11979,Punjab,Ludhiana,Barundi,75.726,30.6715,2023,8.18,931,0,439,35,0.45,18,2,0,310,48,46,46,19,0.03,0.82,24.43
11980,Punjab,Ludhiana,Boparai Khurd,75.543,30.6017,2023,8.15,1175,0,513,64,0.47,58,28,0,360,48,58,104,13,0.01,0.76,27.49
11981,Punjab,Ludhiana,Jatpura,75.5,30.6789,2023,8.22,1370,0,610,57,0.42,0,24,0,270,40,41,155,13,0.02,1.24,32.1
11982,Punjab,Ludhiana,Raikot,75.59,30.6568,2023,8.78,734,24,293,28,0.37,63,1,0,180,24,29,96,7,0.01,1.18,21.42
11983,Punjab,Ludhiana,Shehbazpura,75.6125,30.5996,2023,8.27,767,0,305,35,0.49,102,34,0,330,44,54,49,10,0.01,0.49,13.27
11984,Punjab,Ludhiana,Talwandi Rai,75.5715,30.6997,2023,8.04,1330,0,586,113,0.35,0,24,0,380,52,61,124,15,0.01,1.05,31.49
11985,Punjab,Ludhiana,Begowal,76.056,30.817,2023,8.38,1419,24,427,71,0.68,136,40,0,450,76,63,103,12,0.03,0.42,29.48
11986,Punjab,Ludhiana,Ghungrali,76.2574,30.81,2023,7.98,906,0,464,21,0.48,64,21,0,400,48,68,45,12,0.03,0.65,6.62
11987,Punjab,Ludhiana,Otalan,76.1967,30.8194,2023,7.85,1290,0,452,71,0.44,90,32,0,430,48,75,72,14,0.07,0.05,9.46
11988,Punjab,Ludhiana,Panjeta,76.0875,30.8728,2023,8.12,930,0,305,43,0.34,78,32,0,330,64,41,42,10,0.26,0.06,3.35
11989,Punjab,Ludhiana,Rupalon,76.111,30.7833,2023,7.87,1250,0,500,64,0.35,42,39,0,370,72,46,89,16,0.02,0.83,6.57
11990,Punjab,Ludhiana,Samrala,76.1808,30.8386,2023,8.08,852,0,305,35,0.49,87,3,0,300,64,34,28,30,1.67,1.14,5.8
11991,Punjab,Ludhiana,Basian Bet,75.6244,30.9017,2023,8.65,753,36,232,64,0.42,0,45,0,300,32,54,35,12,0.01,0.83,14.15
11992,Punjab,Ludhiana,Galib Kalan,75.3958,30.8354,2023,8.16,1378,0,500,99,0.4,18,52,0,380,56,58,83,46,0.19,0.64,19.15
11993,Punjab,Ludhiana,Rasulpur Jandi,75.5164,30.8839,2023,8.24,775,0,378,28,0.39,0,12,0,310,60,39,23,11,0.07,0.17,9.85
11994,Punjab,Ludhiana,Sidhwan Bet,75.4742,30.9231,2023,8.18,806,0,391,28,0.45,48,22,0,310,56,41,56,10,0.02,1.08,8.21
11995,Punjab,Ludhiana,Sidhwan Kalan,75.5373,30.83,2023,8.15,1055,0,439,71,0.52,0,24,0,310,52,44,80,12,0.01,0.79,20.55
11996,Punjab,Ludhiana,Talwandi Khurd,75.6204,30.862,2023,8.12,991,0,415,28,0.55,52,20,0,280,44,41,76,12,0.01,0.84,19.59
11997,Punjab,Ludhiana,Halwara,75.638,30.725,2023,8.38,1164,24,378,78,0.43,98,29,0,410,68,58,45,78,0.18,0.13,17.13
11998,Punjab,Ludhiana,Tugal,75.599,30.777,2023,8.33,494,24,146,21,0.41,87,2,0,230,24,41,22,7,0.02,1.64,14.93
11999,Punjab,Mansa,Aklia,75.4094,30.1833,2023,7.78,3515,0,415,417,0.78,958,19,0,628,106,88,600,12,1.33,0.79,32.3
12000,Punjab,Mansa,Dhalewan,75.5756,30.0278,2023,7.2,6635,0,635,971,0.6,1758,180,0,1061,80,209,1140,260,0.39,0.68,28.91
12001,Punjab,Mansa,Joga,75.4229,3.1611,2023,8.26,1880,0,305,169,0.85,578,0,0,314,59,41,357,7,0.63,0.89,16.77
12002,Punjab,Mansa,Kotra Kalan,75.493,30.055,2023,7.2,1792,0,879,142,1,103,21,0,540,100,71,191,75,0.75,1.8,76.81
12003,Punjab,Mansa,Boha,75.5206,29.8338,2023,7.75,1610,0,464,121,0.54,245,97,0,275,35,45,274,14,0.48,0.75,33.03
12004,Punjab,Mansa,Borawal,75.5421,29.9986,2023,7.39,1385,0,635,128,0.62,50,34,0,373,63,52,175,24,0.2,0.28,20.82
12005,Punjab,Mansa,Dodra,75.6245,29.9772,2023,8.02,1730,0,403,156,1.1,388,40,0,177,27,26,372,7,3.07,1.78,19.69
12006,Punjab,Mansa,Joian,75.4479,29.8613,2023,7.56,3740,0,500,489,0.72,681,470,0,628,94,95,458,448,0.37,0.8,29.36
12007,Punjab,Mansa,Juglan,75.6985,29.8277,2023,7.93,1678,0,915,71,1.3,78,42,0,157,24,24,368,12,0.02,4.67,72.19
12008,Punjab,Mansa,Saswali,75.6121,29.8294,2023,7.87,3960,0,903,347,5.2,912,160,0,255,31,43,706,421,1.59,2.18,68.2
12009,Punjab,Mansa,Dialpura,75.665,29.893,2023,7.68,2505,0,928,206,0.6,258,21,0,250,36,39,543,11,1.34,2.42,56.03
12010,Punjab,Mansa,Kot Dharmu,75.461,29.908,2023,7.95,3010,0,976,284,3.1,463,70,0,400,44,71,557,109,1.55,1.33,93.52
12011,Punjab,Mansa,Budhlada,75.542,29.93,2023,7.55,6375,0,1050,744,1.2,1725,35,0,721,72,131,1377,21,0.74,0.67,44.6
12012,Punjab,Mansa,Dalelwala,75.4169,29.8283,2023,7.3,2138,0,964,201,1.2,100,8,0,284,35,48,359,99,0.01,0.74,47
12013,Punjab,Mansa,Jheriawali,75.2588,29.8726,2023,7.98,3395,0,305,567,0.5,813,14,0,841,108,139,488,11,0.18,0.66,6.6
12014,Punjab,Mansa,Makhewala,75.3512,29.7837,2023,7.78,920,0,391,58,1,112,20,0,333,35,60,89,10,0.42,3.24,28.15
12015,Punjab,Mansa,Burj Bhalaika,75.279,29.84,2023,7.57,1900,0,622,262,1.3,80,50,0,430,68,63,260,12,0.14,1.1,17.8
12016,Punjab,Mansa,Mofar,75.419,29.78,2023,7.78,360,0,207,7,0.57,22,4,0,160,32,19,20,6,0.02,1.11,6.08
12017,Punjab,Mansa,Bhikhi,75.5431,30.1125,2023,7.63,665,0,415,7,5.9,0,28,0,150,56,2,107,6,1.96,1.74,49.56
12018,Punjab,Mansa,Burj Rathi,75.3419,30.0786,2023,7.67,1570,0,671,85,0.89,154,35,0,275,24,52,265,12,0.51,1.47,47.57
12019,Punjab,Mansa,Jawaharke,75.4045,29.9676,2023,7.6,2478,0,891,312,0.9,188,55,0,422,55,69,434,41,0.17,0.98,72.21
12020,Punjab,Mansa,Kalho,75.2708,3.0292,2023,7.2,2333,0,928,277,0.54,82,21,0,441,114,38,292,143,0.25,3.52,25.57
12021,Punjab,Mansa,Khiala Khurd,75.4382,30.0443,2023,7.28,3010,0,1001,386,1.1,236,55,0,608,82,98,475,16,1.27,2.78,90.45
12022,Punjab,Mansa,Khokhar Kalan,75.3464,3.0217,2023,7.58,2682,0,915,234,1,350,130,0,383,27,76,322,371,0.03,0.99,102.12
12023,Punjab,Mansa,Kvk Mansa,75.3446,30.0011,2023,7.43,2550,0,574,291,0.8,498,71,0,661,68,119,355,23,0.14,0.68,53.97
12024,Punjab,Mansa,Mansa,75.3857,29.9873,2023,7.82,2095,0,1013,163,2.5,110,22,0,186,20,33,461,11,0.09,1.81,72.63
12025,Punjab,Mansa,Mansa Khurd,75.4136,3.009,2023,7.2,977,0,549,58,0.9,0,33,0,255,39,38,138,9,0.02,2.25,40.28
12026,Punjab,Mansa,Nangal Khurd,75.3788,29.9369,2023,7.86,5407,0,683,674,2.6,1392,49,0,333,59,45,1220,20,0.36,1.19,73.6
12027,Punjab,Mansa,Adamke,75.3255,29.7112,2023,8.86,2680,156,1098,143,11.2,152,9,0,98,20,12,669,7,0.16,4.11,153.99
12028,Punjab,Mansa,Fatta Maluka,75.2833,29.8,2023,7.57,4395,0,1379,489,2.4,585,28,0,530,48,100,875,24,0.15,0.76,79.44
12029,Punjab,Mansa,Jhanda Khurd,75.186,29.654,2023,7.81,1435,0,391,163,0.54,260,17,0,370,40,66,211,10,0.03,1.26,23.08
12030,Punjab,Mansa,Khaira Kalan,75.2701,29.6447,2023,7.51,252,0,110,11,0,35,2,0,128,35,10,8,3,0.15,3.53,2.6
12031,Punjab,Mansa,Jhanda Khala,75.2222,29.6361,2023,7.62,945,0,513,85,0.55,0,9,0,340,52,51,92,9,0.07,0.31,7.36
12032,Punjab,Mansa,Raipur,75.229,29.69,2023,7.49,4014,0,537,560,0.61,712,187,0,691,76,122,612,84,0.54,1.61,9.19
12033,Punjab,Mansa,Ralla,75.4403,30.1236,2023,7.59,245,0,98,7,0.4,45,3,0,120,36,7,10,2,0.75,2.02,1.94
12034,Punjab,Moga,Sekh Kalan,75.0043,30.5883,2023,8.49,1336,36,476,85,0.71,42,46,0,340,40,58,123,42,0.01,0.85,43.96
12035,Punjab,Moga,Ghal Kalan,75.102,30.8174,2023,8.72,1279,48,427,106,0.86,34,40,0,240,20,46,188,7,0.01,1.61,51.48
12036,Punjab,Moga,Budh Singh Wala,75.077,30.618,2023,8.21,1120,0,576,46,0.5,130,21,0,250,44,34,200,8,0.01,0.6,37.12
12037,Punjab,Moga,Dameru Khurd,74.9806,30.6917,2023,7.95,1525,0,272,119,0.55,457,22,0,450,80,61,195,12,0.02,0.76,18.2
12038,Punjab,Moga,Dhilwanwala,75.1132,30.5311,2023,8.52,1115,36,464,64,0.98,0,55,0,450,40,85,58,14,0.01,1.21,44.55
12039,Punjab,Moga,Malke,74.9689,30.5766,2023,8.78,1195,72,452,57,1.7,18,11,0,190,16,36,190,10,0,4.37,71.6
12040,Punjab,Moga,Rajiana,75.0723,30.6601,2023,8.4,1617,48,622,60,0.73,38,29,0,280,36,46,210,13,0,1.01,9.96
12041,Punjab,Moga,Sukha Nand,75.0566,30.5273,2023,8.54,1899,36,586,113,0.95,120,9,0,320,36,56,240,12,0.04,0.74,65.07
12042,Punjab,Moga,Chuhar Singhwala (Rajji),75.1722,30.9075,2023,8.66,761,24,232,57,0.45,36,1,0,220,28,36,61,6,0.07,0.96,28.65
12043,Punjab,Moga,Dargah Saidan,75.1048,30.9575,2023,7.95,568,0,342,21,0.73,0,10,0,220,88,0,42,12,0.03,0.65,24.79
12044,Punjab,Moga,Fateh Ullah Shahwala,75.1194,31.0201,2023,8.69,614,36,268,28,0.59,16,1,0,220,20,41,57,4,0.01,3.76,16.75
12045,Punjab,Moga,Indergarh,75.3067,30.9289,2023,8.42,844,24,220,64,0.4,67,29,0,250,44,34,70,9,0.01,0.85,21.42
12046,Punjab,Moga,Jalalabad,75.2327,30.9051,2023,8.45,917,24,317,35,0.48,75,1,0,280,44,41,68,9,0.07,3,32.39
12047,Punjab,Moga,Jindra,75.3175,30.975,2023,8.24,1118,0,525,21,0.36,59,1,0,470,56,80,28,9,0.04,0.79,30.65
12048,Punjab,Moga,Manjhli,75.2622,31.0281,2023,8.79,557,24,195,28,0.35,24,1,0,200,32,29,31,7,0.03,1.4,19.42
12049,Punjab,Moga,Pandori Araian,75.2532,30.9684,2023,7.93,747,0,281,21,0.89,78,6,0,300,100,12,21,10,0.02,0.9,26.19
12050,Punjab,Moga,Randiala,75.0999,30.9209,2023,8.2,1949,0,793,99,0.42,48,36,0,480,52,85,186,13,0.02,0.73,43.76
12051,Punjab,Moga,Bajeke,75.1964,30.9919,2023,7.65,769,0,521,13,0.4,22,2,0,420,92,46,22,7,0.04,0.59,13.71
12052,Punjab,Moga,Chougawan,75.269,30.836,2023,8.1,1372,0,825,46,1.4,82,21,0,340,48,54,230,9,0.2,0.43,46.51
12053,Punjab,Moga,Darapur,74.9589,30.8414,2023,8.28,2263,0,1162,132,1.1,230,12,0,170,20,29,560,8,0.02,1.93,36.94
12054,Punjab,Moga,Buttar,75.277,30.725,2023,8.61,712,24,342,28,0.68,24,8,0,250,24,46,63,11,0.01,1.02,29.65
12055,Punjab,Moga,Chirak,75.1719,30.7299,2023,8.75,776,48,232,28,0.72,56,1,0,200,28,32,78,8,0.02,1.26,27.77
12056,Punjab,Moga,Dala,75.2471,30.7731,2023,8.42,1468,24,586,156,0.79,48,18,0,310,32,56,230,14,0.02,0.93,53.98
12057,Punjab,Moga,Daudhar Sharki,75.3334,30.7302,2023,8.56,1132,48,476,43,2.1,16,46,0,250,28,44,155,9,0.01,1.13,95.27
12058,Punjab,Moga,Dhudike,75.3431,30.7783,2023,8.4,665,36,342,28,0.68,0,2,0,290,36,49,40,9,0.04,1.01,33.17
12059,Punjab,Moga,Dosanjh,75.2056,30.8427,2023,8.63,916,36,207,121,0.61,48,10,0,210,24,36,113,9,0.02,1.32,24.51
12060,Punjab,Moga,Kokri Kalan,75.3309,30.8451,2023,8.34,1476,24,476,191,0.58,24,22,0,360,40,63,173,17,0.02,0.64,40.06
12061,Punjab,Moga,Mangewala,74.9757,30.7873,2023,8.68,804,36,256,35,0.99,52,35,0,150,20,24,121,4,0.07,4.21,23.6
12062,Punjab,Moga,Singhnwala,75.119,30.7605,2023,8.55,758,36,281,21,0.82,24,0,0,130,12,24,100,4,0.01,2.49,26.74
12063,Punjab,Moga,Dagru,75.026,30.824,2023,8.15,817,0,424,20,0.68,110,12,0,110,12,19,180,4,0.02,2.69,32.62
12064,Punjab,Moga,Jai Singh Wala,75.072,30.728,2023,8.95,1123,64,565,33,10,15,26,0,90,12,15,270,4,0.01,4.45,79.62
12065,Punjab,Moga,Nihal Singh Wala,75.2783,30.5933,2023,8.08,1550,0,923,79,0.6,40,50,0,280,32,49,305,9,0.01,1.65,62.93
12066,Punjab,Moga,Dina,75.2362,30.5173,2023,8.49,1311,36,476,78,0.65,52,39,0,570,32,119,36,10,0.01,0.64,55.69
12067,Punjab,Moga,Himatpura,75.3633,30.5308,2023,8.25,1019,0,532,78,0.79,0,26,0,480,48,122,35,13,0.01,0.95,45.8
12068,Punjab,Moga,Kishangarh,75.1944,30.524,2023,8.58,844,36,342,43,0.71,34,14,0,280,36,46,80,9,0.01,1.09,33.42
12069,Punjab,Moga,Minian,75.3527,30.6417,2023,8.54,919,24,439,35,0.62,0,16,0,250,36,39,94,12,0.01,1.11,40.25
12070,Punjab,Moga,Patto Hirasingh,75.2423,30.5951,2023,8.61,926,36,330,71,0.65,48,10,0,310,36,54,80,13,0.01,1.06,35.91
12071,Punjab,Moga,Rama,75.3829,30.6082,2023,8.45,993,24,439,57,0.95,32,37,0,410,60,63,65,12,0.02,0.65,50.12
12072,Punjab,Moga,Raoke Kalan,75.3009,30.6635,2023,8.72,677,36,146,14,0.61,96,0,0,140,16,24,76,4,0.01,3.73,14.32
12073,Punjab,Moga,Takhtupura,75.3353,30.5827,2023,8.46,855,36,391,35,1.2,24,17,0,270,40,41,92,11,0.01,1.03,42.28
12074,Punjab,Muktsar,Balochkhera,74.522,30.368,2023,7.4,1560,0,342,142,0.34,285,85,0,440,92,51,131,98,0.16,0.68,1.34
12075,Punjab,Muktsar,Baddian,74.5512,30.2896,2023,7.92,3100,0,476,334,1.1,858,42,0,579,51,110,544,26,0.05,1.04,49.56
12076,Punjab,Muktsar,Dhaula,74.7008,30.2069,2023,8.22,2467,0,256,199,1.7,837,28,0,363,141,2,460,24,0.01,0.96,32.35
12077,Punjab,Muktsar,Giljewala,74.589,30.3438,2023,7.52,4325,0,452,468,1,1095,193,0,549,55,100,748,125,0.02,0.83,36.26
12078,Punjab,Muktsar,Gurusar,74.5892,30.2725,2023,7.88,421,0,183,19,0.78,55,2,0,157,35,17,36,6,0.2,0.95,106.86
12079,Punjab,Muktsar,Kot Bhai,74.7025,30.2638,2023,7.92,290,0,110,13,0.45,52,2,0,147,35,14,9,3,0.04,3.03,2.93
12080,Punjab,Muktsar,Theri,74.5841,30.2077,2023,8,495,0,207,19,1,77,5,0,118,20,17,76,5,0.01,3.93,23.26
12081,Punjab,Muktsar,Ghumarwala,74.6205,29.9648,2023,7.72,273,0,98,6,0.38,52,1,0,128,35,10,9,3,0.82,3.98,3.19
12082,Punjab,Muktsar,Lambi,74.3626,30.0325,2023,7.67,2570,0,622,319,1.8,325,60,0,260,52,32,498,10,0.28,0.78,28.94
12083,Punjab,Muktsar,Mithri Budhgir,74.6805,30.0361,2023,7.96,1944,0,244,180,0.35,450,170,0,363,43,62,158,280,1.07,0.55,7.12
12084,Punjab,Muktsar,Sikhwala,74.5327,30.0234,2023,8.12,276,0,122,19,0.55,28,1,0,118,27,12,18,3,0.53,2.62,5.66
12085,Punjab,Muktsar,Tapa Khera,74.5321,30.1043,2023,7.92,690,0,305,38,0.9,81,7,0,226,39,31,76,9,0.09,2.55,19.68
12086,Punjab,Muktsar,Burjan,74.4593,30.1624,2023,7.52,340,0,134,26,0.5,36,3,0,147,39,12,22,4,0.02,3.39,4.92
12087,Punjab,Muktsar,Jandwala Charat Singh,74.5288,30.2145,2023,7.43,6470,0,561,995,1.2,1382,154,0,1148,130,200,875,300,0.01,0.44,58.53
12088,Punjab,Muktsar,Jhorar,74.4875,30.2799,2023,7.89,1775,0,366,218,8.8,304,21,0,333,75,36,280,21,0.04,1.69,35.38
12089,Punjab,Muktsar,Kabarwala,74.41,30.193,2023,7.55,4170,0,879,617,2.6,568,178,0,570,24,124,800,21,0.21,0.58,83.94
12090,Punjab,Muktsar,Khandehalal,74.403,30.364,2023,8.06,1724,0,647,106,3.3,289,9,0,120,16,19,399,10,0.06,3.12,66.01
12091,Punjab,Muktsar,Rathrian,74.5315,30.1575,2023,7.67,1560,0,537,122,1.1,212,16,0,304,47,45,150,175,0.01,1.27,62.95
12092,Punjab,Muktsar,Ratta Khera,74.4178,30.2897,2023,7.94,11350,0,293,1912,1.3,2685,425,0,1079,27,245,1102,2040,0.06,0.12,7.66
12093,Punjab,Muktsar,Tamkot,74.4664,30.3525,2023,7.71,208,0,73,13,0.45,35,1,0,98,20,12,9,3,0.07,4.03,1.84
12094,Punjab,Muktsar,Bhagsar,74.4012,30.4442,2023,7.86,911,0,220,103,0.75,142,10,0,294,59,36,83,10,0.04,2.64,18.32
12095,Punjab,Muktsar,Bhalaiana,74.4247,30.1949,2023,7.48,5920,0,757,674,0.7,1072,600,0,1141,68,236,760,300,0.03,0.39,16.61
12096,Punjab,Muktsar,Bura Gujjar,74.5309,30.5313,2023,7.69,1546,0,281,167,0.36,382,9,0,412,82,50,210,8,0.21,1.9,180.31
12097,Punjab,Muktsar,Doda,74.6333,30.3889,2023,7.46,4360,0,683,553,1.1,743,540,0,1201,148,202,574,86,0.08,0.63,57.92
12098,Punjab,Muktsar,Dohak,74.6031,30.6281,2023,7.72,1667,0,439,199,0.78,296,8,0,480,68,75,215,11,0.22,1.63,30.54
12099,Punjab,Muktsar,Khokhar,74.6803,30.4866,2023,8.84,1268,72,342,26,14,248,5,0,49,8,7,315,4,0.07,40.58,91.05
12100,Punjab,Muktsar,Labanianwali,74.3253,30.3509,2023,7.8,2030,0,659,184,1,338,7,0,490,56,85,297,23,0.04,5.74,34.68
12101,Punjab,Muktsar,Madahar Kalan,74.6783,30.5499,2023,7.82,2852,0,683,257,1.8,550,76,0.55,441,51,76,368,253,0.03,1.39,46.61
12102,Punjab,Muktsar,Mahan Bhaddar,74.4428,30.413,2023,7.72,2280,0,610,225,1.2,421,39,0,383,24,79,382,65,0.33,1.52,67.27
12103,Punjab,Muktsar,Muktsar,74.3054,30.2818,2023,7.6,541,0,195,57,0.56,58,3,0,210,44,24,42,5,0.01,2.43,5.27
12104,Punjab,Muktsar,Sangrana,74.5736,30.5522,2023,8.06,4764,0,378,757,0.8,1040,165,0,794,86,141,822,15,0.03,0.52,6.21
12105,Punjab,Muktsar,Thandewala,74.5882,30.4731,2023,7.08,10900,0,391,2214,0.5,1558,950,0,3766,342,708,775,302,0.04,0.48,47.28
12106,Punjab,Muktsar,Sheranwali,74.4644,30.0317,2023,7.42,6275,0,1611,1064,1.6,751,66,0,781,64,151,879,760,0.29,2.19,34.96
