S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb)
11748,Punjab,Gurdaspur,Bhagowal,75.163,31.896,2023,7.88,505,0,260,50,0.91,0,0,0,240,42,33,18,12,0.04,1.72,7.32
11749,Punjab,Gurdaspur,Choranwali,75.148,31.858,2023,8.38,298,48,49,35,0.74,0,0,0,110,32,7,23,7,0.08,7.38,5.96
11750,Punjab,Gurdaspur,Hassanpura Khurd,75.1821,31.785,2023,7.79,861,0,342,85,1.7,0,24,0,320,58,43,44,12,0.64,0.06,11.87
11751,Punjab,Gurdaspur,Kotbakhta,75.1964,31.7429,2023,7.81,655,0,293,43,0.88,0,48,0,280,78,21,26,13,0.07,0.26,6.82
11752,Punjab,Gurdaspur,Nasirpur,75.2624,31.7227,2023,7.83,693,0,332,57,1.2,0,13,0,260,84,12,48,9,0.29,0.09,7.18
11753,Punjab,Gurdaspur,Dera Baba Nanak,75.033,32.013,2023,7.81,906,0,480,57,0.9,0,22,0,350,72,41,42,56,4.53,26,0.04
11754,Punjab,Gurdaspur,Dhianpur,75.0703,31.9225,2023,7.69,1123,0,500,113,1,0,26,0,390,88,41,71,56,0.04,13.15,5.74
11755,Punjab,Gurdaspur,Fattupur,75.1103,31.9789,2023,7.97,644,0,354,21,0.88,0,1,0,250,39,37,32,10,0.1,0.09,7.28
11756,Punjab,Gurdaspur,Gurchak,74.9559,32.0205,2023,7.94,546,0,305,28,0.73,0,2,0,240,40,34,21,6,2.57,73.25,0.07
11757,Punjab,Gurdaspur,Haruwal,74.908,31.916,2023,7.8,816,0,427,57,1.2,0,0,0,250,54,28,87,3,1.95,21.59,0.83
11758,Punjab,Gurdaspur,Khanna Chamaran,74.9564,31.9874,2023,8.38,392,24,180,28,1,0,0,0,120,36,7,48,5,0.14,10.04,4.66
11759,Punjab,Gurdaspur,Shahpur Goraya,75.0943,32.0266,2023,7.89,1021,0,549,43,1.4,0,1,0,210,52,19,144,6,2.24,23.2,3.22
11760,Punjab,Gurdaspur,Sheikhowali,75.0379,31.9088,2023,8.4,825,36,207,64,0.99,67,19,0,240,32,39,76,13,0.53,0.08,9.11
11761,Punjab,Gurdaspur,Jogowal,75.2555,31.9869,2023,8.46,368,36,131,28,1.3,0,0,0,150,40,12,11,23,0.06,4.6,1.29
11762,Punjab,Gurdaspur,Kailey Kalan,75.2261,31.922,2023,7.87,489,0,220,42,1.2,0,0,0,200,58,13,18,6,0.25,8.54,2.31
11763,Punjab,Gurdaspur,Kalianpur,75.3289,31.9783,2023,7.85,644,0,330,35,1.1,0,14,0,280,60,32,20,6,0.22,1.32,9.3
11764,Punjab,Gurdaspur,Dinanagar,75.475,32.1417,2023,7.79,850,0,460,71,1.2,0,12,0,400,87,44,35,2,0.05,0.19,6.66
11765,Punjab,Gurdaspur,Galri,75.3292,32.126,2023,7.92,575,0,301,43,0.77,0,12,0,280,67,27,21,4,4.28,44.95,0.04
11766,Punjab,Gurdaspur,Saidowal,75.5126,31.9736,2023,7.72,1508,0,561,163,1.1,17,30,0,460,88,58,84,79,0.06,0.16,29.53
11767,Punjab,Gurdaspur,Bala Pindi,75.3991,32.1605,2023,8.7,313,12,110,21,0.57,0,6,0,100,14,16,18,1,0.63,0.86,2.79
11768,Punjab,Gurdaspur,Jahangirpur,75.4559,32.0988,2023,8.16,389,0,220,21,1.2,0,0,0,200,46,21,7,2,0.41,4.84,1.05
11769,Punjab,Gurdaspur,Kahna,75.3433,32.1566,2023,8.38,397,12,171,35,0.99,0,0,0,160,60,2,26,4,0.2,2.7,0.21
11770,Punjab,Gurdaspur,Rasulpur,75.5399,32.0997,2023,8.73,578,36,140,57,0.83,0,31,0,150,18,26,60,4,0.07,1.05,5.41
11771,Punjab,Gurdaspur,Shamsherpur,75.3895,32.1085,2023,8.41,386,24,195,14,1.1,0,0,0,180,47,15,16,4,0.18,1.79,0.18
11772,Punjab,Gurdaspur,Ganja (Ganji),75.353,32.114,2023,8.39,428,24,180,43,0.79,0,0,0,200,57,14,18,4,0.04,3.18,0.35
11773,Punjab,Gurdaspur,Ganiya Ke Banger,75.05,31.8667,2023,7.69,758,0,380,92,1.1,0,0,0,230,64,17,92,10,0.21,4.06,5.74
11774,Punjab,Gurdaspur,Madipur,74.9423,31.8279,2023,8.16,1271,0,500,85,0.8,19,76,0,240,40,34,113,104,0.02,1.27,40.82
11775,Punjab,Gurdaspur,Dogar,74.9698,31.9079,2023,8.18,934,0,415,78,0.81,0,31,0,250,25,47,61,85,0.09,3,5.74
11776,Punjab,Gurdaspur,Marar,75.107,31.797,2023,7.86,484,0,273,35,1,0,0,0,190,64,7,32,8,0.08,2.94,8.64
11777,Punjab,Gurdaspur,Bahian,75.404,31.9749,2023,8.08,350,0,207,21,0.61,0,0,0,180,34,23,5,6,0.06,6.09,13.14
11778,Punjab,Gurdaspur,Dhariwal (Ganjikot),75.4754,32.0354,2023,8.07,170,0,61,28,0.46,0,2,0,80,24,19,3,3,0.08,0.16,0.28
11779,Punjab,Gurdaspur,Kalanaur,75.133,32.017,2023,8.24,401,0,180,57,0.74,0,0,0,180,72,15,22,5,0.03,4.14,1.85
11780,Punjab,Gurdaspur,Nabipur,75.3865,32.0324,2023,8.09,694,0,268,64,0.88,0,13,0,200,62,11,56,4,0.03,0.32,14.54
11781,Punjab,Gurdaspur,Naharpur,75.3268,32.043,2023,8.39,351,12,175,28,0.96,0,0,0,150,52,5,21,3,0.03,4.63,0.93
11782,Punjab,Gurdaspur,Pandori Dham,75.5125,32.0528,2023,8.38,278,24,73,43,0.87,0,0,0,140,32,15,8,3,0.22,2.54,0.13
11783,Punjab,Gurdaspur,Ainokot,75.313,31.717,2023,8.07,410,0,220,21,0.76,0,7,0,200,31,30,6,6,0.01,1.59,4.19
11784,Punjab,Gurdaspur,Khokhowal,75.392,31.6146,2023,7.96,464,0,262,35,0.95,0,0,0,180,38,21,36,9,4.21,0.11,0.06
11785,Punjab,Gurdaspur,Nahra,75.4527,31.6685,2023,7.65,528,0,287,43,0.89,0,13,0,220,74,9,32,5,0.05,0.88,1.29
11786,Punjab,Gurdaspur,Sakhowal,75.3959,31.7245,2023,7.76,607,0,366,21,1.1,0,10,0,310,84,24,13,7,0.07,0.08,2.09
11787,Punjab,Gurdaspur,Bore,75.5491,31.8938,2023,8.5,340,36,140,14,0.6,0,0,0,120,35,8,30,6,0.22,6.87,6.86
11788,Punjab,Gurdaspur,Chak Sharif,75.4988,31.9154,2023,8.06,376,0,242,14,0.71,0,0,0,140,36,12,32,7,0.05,1.64,5.26
11789,Punjab,Gurdaspur,Jalalpur,75.4628,31.8513,2023,8.04,512,0,244,43,1.1,0,31,0,260,84,12,8,3,0.11,0.25,0.64
11790,Punjab,Gurdaspur,Kot Budha,75.3326,31.8651,2023,7.9,840,0,415,71,1.2,0,61,0,420,112,34,24,5,0.04,2.9,7.58
11791,Punjab,Gurdaspur,Lamin,75.48,31.9815,2023,8.4,269,36,73,21,0.94,0,0,0,110,26,11,17,3,0.12,7.44,0.99
11792,Punjab,Gurdaspur,Mulanwala,75.5436,31.8402,2023,8.41,322,36,105,28,0.89,0,0,0,110,37,4,31,7,0.06,0.37,8.16
11793,Punjab,Gurdaspur,Satiali Nanekot,75.4333,31.9,2023,8.04,627,0,314,64,0.98,0,14,0,260,74,18,38,7,0.06,0.16,1.02
11794,Punjab,Gurdaspur,Thikriwala,75.3913,31.8577,2023,7.67,561,0,305,21,0.88,0,0,0,240,68,17,19,9,0.04,1.21,4.03
11795,Punjab,Gurdaspur,Baupurafganan,75.2554,32.0883,2023,8.38,316,24,146,14,0.6,0,0,0,140,32,15,18,4,0.04,13.99,0.18
11796,Punjab,Gurdaspur,Kamalpurafganan (Quila Nathu Singh),75.2416,32.0415,2023,7.86,631,0,342,28,1.3,0,25,0,290,80,22,27,2,0.04,0.85,20.85
11797,Punjab,Gurdaspur,Panwan,75.1941,31.9803,2023,8,486,0,244,28,0.82,0,0,0,150,29,19,27,25,0.03,0.39,20.09
11798,Punjab,Gurdaspur,Salechak,75.1808,32.0486,2023,7.92,1056,0,574,57,1.3,13,1,0,250,44,34,138,6,1.28,25.29,1.78
11799,Punjab,Gurdaspur,Bham,75.4507,31.7598,2023,7.74,557,0,310,35,0.83,0,11,0,230,44,29,37,8,0.05,0.42,11.08
11800,Punjab,Gurdaspur,Harchowal,75.45,31.792,2023,7.93,261,0,130,28,0.42,0,2,0,120,32,10,10,4,0.04,1.66,0.86
11801,Punjab,Gurdaspur,Muradpura,75.3205,31.7808,2023,7.88,528,0,268,50,0.95,0,10,0,220,50,23,35,9,0.35,0.28,9.76
11802,Punjab,Gurdaspur,Phulara (Munan),75.532,31.7868,2023,7.78,484,0,305,21,0.95,0,0,0,190,52,15,33,8,0.07,4.77,4.83
11803,Punjab,Gurdaspur,Dokoha,75.3833,31.6583,2023,8.53,636,24,344,28,1,0,0,0,290,52,39,32,11,0.03,4.49,8.55
11804,Punjab,Gurdaspur,Ghoman,75.386,31.691,2023,7.75,534,0,293,21,0.98,0,22,0,250,44,34,17,9,0.03,0.84,6.28
11805,Punjab,Gurdaspur,Shri Hargovindpur,75.475,31.6917,2023,7.65,731,0,342,57,0.63,0,30,0,300,52,41,32,7,0.03,0.68,2.71
11806,Punjab,Hoshiarpur,Chotala,75.7563,31.6617,2023,7.84,573,0,317,28,0.8,0,0,0,240,56,25,32,3,0.24,1.43,8.41
11808,Punjab,Hoshiarpur,Janauri,75.8769,31.7315,2023,7.96,730,0,293,57,0.7,0,28,0,220,76,7,61,3,0.03,0.44,11.47
11809,Punjab,Hoshiarpur,Narur,75.8353,31.7901,2023,7.99,580,0,293,43,0.81,14,14,0,300,80,24,15,2,0.02,0.32,3.4
11810,Punjab,Hoshiarpur,Sheikhupur Kalan,75.6868,31.7321,2023,8.1,392,0,214,21,0.75,0,6,0,150,40,19,30,3,0.04,0.47,16.19
11811,Punjab,Hoshiarpur,Naraingarh,75.6154,31.8512,2023,8.1,466,0,268,21,0.73,0,2,0,200,48,19,25,7,0.02,0.62,6.7
11812,Punjab,Hoshiarpur,Pandori,75.6227,31.7974,2023,7.75,477,0,268,28,0.69,0,2,0,200,48,19,26,7,0.01,0.91,24.04
11813,Punjab,Hoshiarpur,Sagram,75.6773,31.8463,2023,7.65,676,0,317,35,0.62,0,41,0,280,60,32,29,3,0.03,0.66,13.73
11814,Punjab,Hoshiarpur,Dasuya,75.667,31.8,2023,8.08,847,0,403,57,1.1,0,30,0,340,84,32,36,3,0.12,0.45,1.73
11815,Punjab,Hoshiarpur,Dulmiwal,75.751,31.832,2023,7.56,581,0,305,36,0.99,19,15,0,300,60,36,17,1,0.05,0.42,2.51
11816,Punjab,Hoshiarpur,Baghorra,76.0115,31.3608,2023,7.73,750,0,427,43,1.3,19,1,0,360,36,66,34,4,0.04,0.73,8.91
11817,Punjab,Hoshiarpur,Dhada,75.991,31.2923,2023,7.95,861,0,464,35,1.2,0,21,0,360,52,56,43,10,0.1,0.46,21.54
11818,Punjab,Hoshiarpur,Garhshankar,76.05,31.25,2023,7.65,810,0,464,28,1.5,0,46,0,310,40,51,70,4,0.02,0.34,13.87
11819,Punjab,Hoshiarpur,Garhshankar,76.1359,31.2218,2023,7.8,1075,0,500,78,0.95,24,15,0,450,84,58,55,7,0.02,0.34,13.87
11820,Punjab,Hoshiarpur,Kot,76.2147,31.2505,2023,7.97,683,0,366,36,0.81,19,2,0,230,68,15,65,9,0.07,4.45,6.45
11821,Punjab,Hoshiarpur,Rampur Bilron,76.1286,31.2676,2023,7.52,952,0,488,85,0.79,0,25,0,390,76,49,61,6,0.05,0.33,3.8
11822,Punjab,Hoshiarpur,Saddarpur,76.1924,31.2165,2023,7.8,552,0,244,36,2.6,29,20,0,270,28,49,16,5,0.02,0.64,7.8
11823,Punjab,Hoshiarpur,Simbli,76.1999,31.1428,2023,8.03,785,0,427,36,1.2,14,15,0,330,32,61,45,5,0.02,0.52,10.44
11825,Punjab,Hoshiarpur,Hajipur,75.758,31.975,2023,7.73,370,0,183,36,0.91,0,7,0,150,32,17,29,2,0.01,0.66,2.93
11827,Punjab,Hoshiarpur,Bassi Ballo,75.869,31.655,2023,7.89,330,0,146,21,1.1,0,11,0,120,24,15,19,2,0.01,0.98,3.15
11829,Punjab,Hoshiarpur,Akhilaspur,75.8995,31.5554,2023,7.98,630,0,310,43,0.98,0,9,0,230,64,17,36,4,0.04,1.46,9.05
11830,Punjab,Hoshiarpur,Chakowalshekhan,75.8388,31.5452,2023,8.29,443,0,244,28,1.2,0,1,0,180,18,33,32,4,0.03,0.55,5.42
11831,Punjab,Hoshiarpur,Hussainpur,75.9066,31.6091,2023,7.87,445,0,195,43,0.74,10,21,0,180,56,10,31,3,0.02,0.63,2.5
11832,Punjab,Hoshiarpur,Badla,75.9033,31.4016,2023,7.86,711,0,330,78,1.2,0,1,0,260,64,24,48,5,5.27,0.57,3.04
11833,Punjab,Hoshiarpur,Bherua,76.0519,31.4804,2023,7.98,612,0,293,57,0.88,10,27,0,280,76,22,34,3,0.02,0.36,2.42
11834,Punjab,Hoshiarpur,Hussainpur Guru,75.838,31.4752,2023,7.82,1971,0,561,269,0.94,94,34,0,410,88,46,135,180,0.02,1.23,5.48
11835,Punjab,Hoshiarpur,Lehli Kalan,75.984,31.4204,2023,7.57,615,0,305,43,0.8,0,0,0,230,68,15,40,3,0.15,0.59,2.06
11836,Punjab,Hoshiarpur,Mehmowal,75.9054,31.465,2023,8.24,473,0,244,21,1.3,0,1,0,150,36,24,34,3,0.03,1.18,4.5
11837,Punjab,Hoshiarpur,Chohal,75.972,31.611,2023,7.87,950,0,342,92,1.1,0,69,0,310,60,39,68,5,0.04,1.14,35.25
11839,Punjab,Hoshiarpur,Rampur Camp Colony,75.947,31.503,2023,7.61,953,0,464,43,1.1,19,50,0,300,44,46,92,5,0.08,0.47,13.79
11841,Punjab,Hoshiarpur,Mahilpur,76.0417,31.3583,2023,7.92,1350,0,647,85,1.2,24,2,0,490,100,58,92,4,0.06,2.92,5.16
11842,Punjab,Hoshiarpur,Thakarwal,75.9222,31.3653,2023,8.28,588,0,360,28,1.6,0,0,0,240,28,41,44,6,0.03,0.68,13.85
11843,Punjab,Hoshiarpur,Badowal,76.1322,31.334,2023,7.69,785,0,354,36,0.74,53,10,0,160,52,7,112,4,0.03,0.36,8.64
11844,Punjab,Hoshiarpur,Gogran,76.059,31.4104,2023,7.99,669,0,366,36,0.85,0,24,0,325,60,43,25,2,0.04,0.54,2.86
11845,Punjab,Hoshiarpur,Maili,76.0946,31.4278,2023,8.05,630,0,268,43,0.82,38,23,0,260,76,17,40,4,0.03,0.23,3.88
11846,Punjab,Hoshiarpur,Panjaur,75.9215,31.3062,2023,8.01,775,0,370,57,0.81,0,8,0,250,44,44,68,6,0.03,23.84,3.65
11847,Punjab,Hoshiarpur,Bhangala,75.6086,32.0253,2023,7.55,855,0,390,64,1.1,14,1,0,280,44,41,58,23,3.03,2.4,0.36
11848,Punjab,Hoshiarpur,Pankhuh,75.6873,32.0286,2023,7.84,439,0,159,43,0.85,10,24,0,170,36,19,25,3,0.15,0.16,0.31
11849,Punjab,Hoshiarpur,Samraj Tanda,75.5881,31.9151,2023,7.81,577,0,256,64,0.77,0,26,0,240,60,22,30,4,0.02,0.21,4.34
11850,Punjab,Hoshiarpur,Beh Kito,75.8282,31.8988,2023,7.88,230,0,98,21,0.46,0,13,0,90,24,7,11,2,0.04,0.18,0.04
11851,Punjab,Hoshiarpur,Beh Nangal,75.8385,31.8635,2023,7.21,260,0,98,28,0.64,14,12,0,70,20,5,36,2,0.02,0.33,0.04
11852,Punjab,Hoshiarpur,Bhamnaur,75.965,31.8311,2023,7.72,450,0,207,36,1.1,14,17,0,220,36,32,15,1,0.02,0.18,1.87
11853,Punjab,Hoshiarpur,Ghagwal,75.7622,31.9393,2023,8.07,1304,0,330,135,0.87,124,34,0,360,128,10,108,2,0.09,0.47,21.93
11854,Punjab,Hoshiarpur,Jhir Di Khui,75.813,31.963,2023,7.3,240,0,73,36,0.65,10,9,0,110,24,12,10,1,0.34,0.17,0.09
11855,Punjab,Hoshiarpur,Rajwal,75.9115,31.9148,2023,7.6,337,0,110,36,0.47,29,20,0,160,24,24,14,1,0.17,0.18,0.13
11856,Punjab,Hoshiarpur,Talwara,75.8916,31.9401,2023,7.22,498,0,207,28,0.89,0,39,0,175,40,18,29,1,0.05,0.09,0.24
11857,Punjab,Hoshiarpur,Abdullapur,75.5496,31.7327,2023,8.71,307,24,139,14,1,0,0,0,100,18,13,30,10,0.02,0.77,7.76
11858,Punjab,Hoshiarpur,Gilzian,75.5771,31.7269,2023,8.47,378,24,183,14,1.1,0,1,0,120,30,11,41,7,0.04,0.31,2.48
11859,Punjab,Hoshiarpur,Jalalpur,75.5436,31.6672,2023,8.23,385,0,232,14,1.1,0,1,0,120,24,15,43,6,0.11,0.25,0.64
11860,Punjab,Hoshiarpur,Kaloya,75.6868,31.6415,2023,7.93,489,0,281,35,1.5,0,0,0,170,40,17,50,6,0.02,0.98,6
11861,Punjab,Hoshiarpur,Manpur,75.6045,31.6623,2023,8.4,368,12,195,21,1.2,0,0,0,130,36,10,36,6,0.08,2.39,6.34
11862,Punjab,Jalandhar,Adampur,75.7161,31.4384,2023,7.84,842,0,416,35,0.58,10,37,0,260,80,15,69,6,0.03,0.15,3.61
11863,Punjab,Jalandhar,Dingrian,75.712,31.4594,2023,7.75,1404,0,431,64,1.21,281,0,0,170,24,27,251,10,0.04,0.66,16.16
11864,Punjab,Jalandhar,Dumunda,75.7648,31.4153,2023,8.14,590,0,358,21,0.89,0,0,0,140,24,19,77,6,0.15,1.09,14.96
11865,Punjab,Jalandhar,Jalbhe,75.786,31.47,2023,7.61,864,0,449,35,0.93,21,3,0,230,44,29,96,9,0.06,2.35,30.26
11866,Punjab,Jalandhar,Jandu Singha,75.646,31.373,2023,7.44,937,0,468,49,0.51,32,0,0,320,72,34,69,6,0.05,0.71,3.26
11867,Punjab,Jalandhar,Dalla (New),75.629,31.5358,2023,8.48,492,48,118,66,1.09,0,0,0,120,24,15,67,5,0.02,2.4,18.17
11868,Punjab,Jalandhar,Gehlar,75.6807,31.5407,2023,8.1,871,0,525,21,1.03,32,0,0,350,60,49,63,9,0.02,1.21,30.41
11869,Punjab,Jalandhar,Kharal Kalan,75.6464,31.5977,2023,8.16,401,0,249,14,0.5,0,0,0,70,12,10,73,2,0.06,8.32,3.84
11870,Punjab,Jalandhar,Jalandhar,75.589,31.325,2023,7.86,760,0,384,49,0.49,0,0,0,290,64,32,36,5,0.02,0.92,12.06
11871,Punjab,Jalandhar,Budhiana,75.6809,31.3608,2023,8.03,900,0,459,21,0.81,37,5,0,220,40,29,110,6,0.04,0.67,51.23
11872,Punjab,Jalandhar,Chitti,75.4761,31.2377,2023,8.17,440,0,267,14,0.86,0,0,0,150,40,12,36,6,0.02,1.5,5.87
11873,Punjab,Jalandhar,Kotli Jamiat Singh,75.7578,31.366,2023,8.06,968,0,442,28,1.04,56,7,0,260,44,36,100,7,0.02,0.55,26.38
11874,Punjab,Jalandhar,Salarpur,75.6949,31.226,2023,8.16,1255,0,486,85,1.13,51,34,0,220,40,29,50,224,0.02,0.57,16.18
11875,Punjab,Jalandhar,Udhopur,75.5644,31.2298,2023,7.58,713,0,308,70,0.75,0,24,0,250,56,27,48,5,0.01,0.59,10.34
11876,Punjab,Jalandhar,Ghumiara,75.5378,31.477,2023,8.27,473,0,297,14,0.86,0,0,0,170,36,19,45,5,0.01,1.27,19.14
11877,Punjab,Jalandhar,Jandiala,75.4843,31.2518,2023,7.64,977,0,396,91,0.72,20,12,0,310,52,44,84,9,0.02,0.49,15.16
11878,Punjab,Jalandhar,Kartarpur,75.499,31.436,2023,7.53,696,0,387,21,0.42,10,0,0,260,60,27,38,10,0.01,1.16,18.59
11879,Punjab,Jalandhar,Nussi,75.547,31.397,2023,8.24,379,0,247,14,1.21,0,0,0,120,28,12,43,5,0.04,2.67,20.44
11880,Punjab,Jalandhar,Kara Ramsinhg,75.1728,31.1628,2023,8,1760,0,524,135,1.04,247,0,0,220,28,36,311,12,0.02,0.95,53.96
11881,Punjab,Jalandhar,Kotha,75.2045,31.1099,2023,7.81,950,0,534,28,0.9,47,1,0,360,72,44,78,9,0.02,0.56,32.33
11882,Punjab,Jalandhar,Malupur,75.3256,31.1609,2023,7.97,640,0,358,28,0.61,0,21,0,210,48,22,57,6,0.02,1.37,16.83
11883,Punjab,Jalandhar,Talwandi Madho,75.311,31.2,2023,8.07,418,0,279,14,0.63,0,0,0,140,24,19,44,4,0.01,1.16,11.18
11884,Punjab,Jalandhar,Lohian Khas,75.2025,31.1677,2023,8.38,524,30,198,43,0.87,0,0,0,60,8,10,99,2,0.08,9.77,14.7
11885,Punjab,Jalandhar,Mehatpur,75.4762,31.0557,2023,7.91,837,0,487,50,1.01,0,18,0,290,56,36,81,11,0.03,0.58,23.58
11886,Punjab,Jalandhar,Jande Sarai,75.5464,31.5291,2023,7.76,463,0,221,28,0.91,0,0,0,150,44,10,27,6,0.02,4.64,7.9
11887,Punjab,Jalandhar,Angakiri,75.4681,31.0314,2023,7.63,1315,0,595,28,0.78,194,15,0,440,88,54,141,11,0.03,0.67,9.47
11888,Punjab,Jalandhar,Chuhar,75.419,31.2057,2023,7.87,654,0,351,57,0.49,0,16,0,288,64,31,36,6,0.02,0.61,3.45
11889,Punjab,Jalandhar,Nakodar,75.4757,31.1343,2023,8.03,759,0,457,14,1.58,12,6,0,200,36,27,99,7,0.01,0.51,13.66
11890,Punjab,Jalandhar,Kot Badal Khan,75.5573,31.0542,2023,7.89,634,0,404,21,0.55,0,10,0,277,47,39,40,7,0.02,0.71,15.28
11891,Punjab,Jalandhar,Nurmahal,75.5837,31.0871,2023,7.94,1137,0,585,35,0.8,37,10,0,362,51,57,103,11,0.01,0.71,41.38
11892,Punjab,Jalandhar,Sarih,75.5692,31.13,2023,7.99,766,0,428,28,1.21,15,8,0,200,36,27,101,7,0.03,0.66,19.82
11893,Punjab,Jalandhar,Uppal Bhupa,75.6283,31.0456,2023,8.05,691,0,412,28,0.62,0,15,0,277,64,28,47,8,0.02,0.52,15.72
11894,Punjab,Jalandhar,Uppal Khalsa,75.5655,31.0971,2023,7.96,879,0,483,35,0.62,16,25,0,362,73,44,44,29,0.02,0.83,29.46
11895,Punjab,Jalandhar,Daduwal,75.6574,31.2006,2023,8.07,655,0,373,14,0.97,0,13,0,210,36,29,58,7,0.01,0.54,14.07
11896,Punjab,Jalandhar,Dhuleta,75.8286,31.1171,2023,7.59,1205,0,479,106,0.59,37,70,0,448,85,57,87,9,0.03,0.48,26.84
11897,Punjab,Jalandhar,Dosanjh Kalan,75.8381,31.1696,2023,8.18,779,0,487,21,1.2,0,9,0,192,47,18,103,6,0.01,0.52,15.02
11898,Punjab,Jalandhar,Masani,75.8995,31.1192,2023,7.92,740,0,418,43,0.48,0,31,0,309,55,41,46,7,0.02,0.46,15.86
11899,Punjab,Jalandhar,Nagar,75.8365,31.0425,2023,7.76,1077,0,464,78,0.68,24,81,0,362,64,49,81,31,0.03,0.43,28.93
11901,Punjab,Jalandhar,Turan,75.901,31.12,2023,7.84,580,0,374,14,0.47,0,0,0,220,40,29,48,8,0.39,0.82,17.52
11902,Punjab,Jalandhar,Gohiran,75.5013,31.1765,2023,7.91,774,0,403,56,0.61,0,28,0,300,64,34,50,6,0.02,0.58,10.69
11903,Punjab,Jalandhar,Goraya,75.5333,31.2333,2023,7.78,692,0,417,14,0.43,0,18,0,300,60,36,27,6,0.01,0.72,14.12
11904,Punjab,Jalandhar,Lallian Kalan,75.6092,31.1583,2023,8.04,467,0,259,21,0.75,0,0,0,160,40,15,37,5,0.02,0.9,9.78
11905,Punjab,Jalandhar,Nathewal,75.6909,31.0163,2023,7.8,741,0,433,21,0.49,0,24,0,288,60,34,57,6,0.02,0.55,20.72
11906,Punjab,Jalandhar,Pasla,75.6856,31.103,2023,8.07,922,0,517,28,0.61,37,20,0,394,68,54,62,8,0.06,0.09,40.54
11907,Punjab,Jalandhar,Billi Charmi,75.394,31.112,2023,7.78,857,0,427,49,0.82,0,62,0,320,52,46,60,6,0.29,0.52,12.54
11908,Punjab,Jalandhar,Langewal,75.3329,31.0371,2023,8.08,740,0,458,28,0.42,13,0,0,362,68,47,28,7,0.03,0.3,30.49
11909,Punjab,Jalandhar,Lasuri,75.2736,31.1018,2023,7.84,1334,0,563,28,0.57,187,10,0,426,68,62,134,10,0.02,0.65,32.45
11910,Punjab,Jalandhar,Malsian,75.3556,31.1344,2023,8.27,530,0,293,28,1.3,0,0,0,210,24,36,32,7,0.01,1.79,33.06
11911,Punjab,Jalandhar,Parjian Kalan,75.389,31.0204,2023,8.4,592,60,214,21,0.44,0,0,0,234,47,28,35,5,0.01,1.58,19.5
11912,Punjab,Jalandhar,Shahkot,75.3369,31.0859,2023,7.79,847,0,364,63,0.58,19,74,0,310,68,34,61,7,0.02,0.48,12.32
11913,Punjab,Jalandhar,Phillaur,75.803,31.027,2023,7.83,826,0,408,42,0.52,10,22,0,260,48,34,78,8,0.02,0.94,19.45
11914,Punjab,Kapurthala,Dhaliwal Bet,75.3171,31.4747,2023,7.91,535,0,336,14,0.6,0,0,0,180,40,19,47,8,0.77,3.95,15.16
11915,Punjab,Kapurthala,Dhilwan,75.3414,31.5089,2023,7.58,813,0,427,43,0.63,0,0,0,280,68,27,43,34,5.67,13.9,0.06
11916,Punjab,Kapurthala,Ghug,75.3226,31.4441,2023,7.85,1084,0,564,43,0.59,0,0,0,210,36,29,149,6,0.05,0.92,27.77
11917,Punjab,Kapurthala,Haibatpur,75.3934,31.5241,2023,8.22,442,0,290,14,0.78,0,0,0,150,32,17,45,7,0.13,1.39,12.14
11918,Punjab,Kapurthala,Khera Bet,75.2594,31.4111,2023,8.42,491,61,187,13,0.72,0,0,0,160,38,16,51,8,0.01,1.4,11.59
11919,Punjab,Kapurthala,Mohmadwala,75.2584,31.3639,2023,8.24,397,0,244,14,0.55,0,0,0,60,12,7,72,2,0.02,6.08,7.65
11920,Punjab,Kapurthala,Ramidi,75.3932,31.4762,2023,8.39,322,45,107,14,0.77,0,0,0,70,20,5,50,3,0.01,2.52,5.78
11921,Punjab,Kapurthala,Bishanpur,75.4127,31.3957,2023,8.2,580,0,320,21,0.59,0,0,0,220,56,19,34,6,0.04,1.95,20.81
11922,Punjab,Kapurthala,Hussainabad,75.316,31.3456,2023,8.07,686,0,427,28,0.52,0,0,0,170,36,19,94,4,0.02,1.08,27.95
11923,Punjab,Kapurthala,Hussainpur,75.571,31.571,2023,7.87,445,0,195,43,0.74,10,21,0,180,56,10,31,3,0.02,0.63,2.5
11924,Punjab,Kapurthala,Kahna,75.2589,31.3037,2023,7.99,611,0,275,57,0.61,0,0,0,110,24,12,91,4,0.2,2.7,0.21
11925,Punjab,Kapurthala,Kapurthala,75.381,31.369,2023,7.71,421,0,251,14,0.7,0,4,0,140,32,15,42,4,0.01,1.83,11.74
11926,Punjab,Kapurthala,Karahal Kalan,75.307,31.2869,2023,8.24,397,0,244,14,0.64,0,0,0,130,24,17,41,5,0.02,2.27,14.07
11927,Punjab,Kapurthala,Khanowal,75.3865,31.2338,2023,8.16,425,0,244,28,0.64,0,0,0,180,40,19,28,5,0.02,0.88,14.24
11928,Punjab,Kapurthala,Sidhwan Dona,75.3686,31.2773,2023,7.73,706,0,412,21,0.55,0,22,0,270,56,32,43,8,0.03,1.04,14.29
